BillNo,Itemname,Quantity,Date,Price,CustomerID,Country
536544,DECORATIVE ROSE BATHROOM BOTTLE,1,2010-12-01 14:32:00,2.51,,United Kingdom
536545,,1,2010-12-01 14:32:00,0.0,,United Kingdom
536546,,1,2010-12-01 14:33:00,0.0,,United Kingdom
536547,,1,2010-12-01 14:33:00,0.0,,United Kingdom
536549,,1,2010-12-01 14:34:00,0.0,,United Kingdom
536550,,1,2010-12-01 14:34:00,0.0,,United Kingdom
536551,SINGLE HEART ZINC T-LIGHT HOLDER,1,2010-12-01 14:34:00,0.95,17346.0,United Kingdom
536552,,1,2010-12-01 14:34:00,0.0,,United Kingdom
536553,,3,2010-12-01 14:35:00,0.0,,United Kingdom
536554,,23,2010-12-01 14:35:00,0.0,,United Kingdom
536555,LITTLE GREEN MONSTER SOFT TOY,1,2010-12-01 14:37:00,2.55,,United Kingdom
536556,CHRISTMAS MUSICAL ZINC STAR,12,2010-12-01 14:38:00,0.85,17643.0,United Kingdom
536557,SKULLS AND CROSSBONES WRAP,25,2010-12-01 14:41:00,0.42,17841.0,United Kingdom
536558,FAUX FUR CHOCOLATE THROW,5,2010-12-01 14:48:00,19.95,,United Kingdom
536559,ANT WHITE WIRE HEART SPIRAL,10,2010-12-01 14:54:00,3.95,17873.0,United Kingdom
536560,CHILLI LIGHTS,48,2010-12-01 15:00:00,4.25,13093.0,United Kingdom
536561,FIVE HEART HANGING DECORATION,6,2010-12-01 15:06:00,2.95,12921.0,United Kingdom
536562,RECIPE BOX WITH METAL HEART,2,2010-12-01 15:08:00,7.95,13468.0,United Kingdom
536563,SMALL HANGING IVORY/RED WOOD BIRD,72,2010-12-01 15:08:00,0.42,17760.0,United Kingdom
536564,MINI CAKE STAND WITH HANGING CAKES,8,2010-12-01 15:08:00,1.45,13468.0,United Kingdom
536565,MIRRORED WALL ART TABLE LAMP,1,2010-12-01 15:15:00,2.95,,United Kingdom
536566,RED STRIPE CERAMIC DRAWER KNOB,6,2010-12-01 15:21:00,1.25,16928.0,United Kingdom
536567,HAND WARMER BIRD DESIGN,24,2010-12-01 15:27:00,2.1,16048.0,United Kingdom
536568,ASSORTED BOTTLE TOP  MAGNETS,12,2010-12-01 15:28:00,0.42,16048.0,United Kingdom
536569,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-12-01 15:35:00,8.5,16274.0,United Kingdom
536570,ZINC METAL HEART DECORATION,12,2010-12-01 15:35:00,1.25,14496.0,United Kingdom
536571,YULETIDE IMAGES GIFT WRAP SET,6,2010-12-01 15:37:00,2.1,14696.0,United Kingdom
536572,CARDHOLDER GINGHAM STAR,6,2010-12-01 15:40:00,2.55,16539.0,United Kingdom
536573,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-12-01 15:45:00,0.65,17025.0,United Kingdom
536574,BATH BUILDING BLOCK WORD,3,2010-12-01 15:46:00,5.95,17025.0,United Kingdom
536575,UNION JACK FLAG PASSPORT COVER,72,2010-12-01 16:01:00,1.69,13777.0,United Kingdom
536576,"RECORD FRAME 7"" SINGLE SIZE",144,2010-12-01 16:11:00,2.1,13777.0,United Kingdom
536577,LUNCH BAG RED RETROSPOT,60,2010-12-01 16:13:00,1.45,13777.0,United Kingdom
536578,HOT WATER BOTTLE BABUSHKA,12,2010-12-01 16:15:00,4.65,17690.0,United Kingdom
536579,STRAWBERRY CERAMIC TRINKET BOX,216,2010-12-01 16:16:00,1.06,13777.0,United Kingdom
536580,GINGERBREAD MAN COOKIE CUTTER,12,2010-12-01 16:17:00,1.25,17690.0,United Kingdom
536581,JUMBO BAG RED RETROSPOT,200,2010-12-01 16:19:00,1.65,13777.0,United Kingdom
536582,RED STRIPE CERAMIC DRAWER KNOB,12,2010-12-01 16:21:00,1.25,12947.0,United Kingdom
536583,RETROSPOT CHILDRENS APRON,120,2010-12-01 16:21:00,1.65,13777.0,United Kingdom
536584,RED WOOLLY HOTTIE WHITE HEART.,384,2010-12-01 16:22:00,2.95,13777.0,United Kingdom
536585,CERAMIC CAKE STAND + HANGING CAKES,2,2010-12-01 16:24:00,9.95,17460.0,United Kingdom
536586,BREAD BIN DINER STYLE RED,8,2010-12-01 16:25:00,14.95,18229.0,United Kingdom
536587,CERAMIC CAKE DESIGN SPOTTED MUG,12,2010-12-01 16:33:00,1.49,14142.0,United Kingdom
536588,JAM MAKING SET WITH JARS,6,2010-12-01 16:49:00,4.25,17069.0,United Kingdom
536589,,-10,2010-12-01 16:50:00,0.0,,United Kingdom
536590,HOMEMADE JAM SCENTED CANDLES,12,2010-12-01 16:52:00,1.45,13065.0,United Kingdom
536591,SKULLS STORAGE BOX SMALL,1,2010-12-01 16:57:00,2.1,14606.0,United Kingdom
536592,COLOURING PENCILS BROWN TUBE,1,2010-12-01 17:06:00,2.51,,United Kingdom
536593,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-01 17:15:00,7.95,16835.0,United Kingdom
536594,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-01 17:22:00,2.95,15235.0,United Kingdom
536595,HOME SWEET HOME MUG,1,2010-12-01 17:24:00,1.25,13576.0,United Kingdom
536596,VINTAGE UNION JACK DOORSTOP,1,2010-12-01 17:29:00,5.95,,United Kingdom
536597,60 CAKE CASES VINTAGE CHRISTMAS,4,2010-12-01 17:35:00,0.55,18011.0,United Kingdom
536598,PORCELAIN ROSE LARGE,12,2010-12-02 07:48:00,1.25,13090.0,United Kingdom
536599,ROSE COTTAGE KEEPSAKE BOX,8,2010-12-02 07:49:00,8.5,15694.0,United Kingdom
536600,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 08:32:00,2.55,17850.0,United Kingdom
536601,HAND WARMER RED POLKA DOT,6,2010-12-02 08:33:00,1.85,17850.0,United Kingdom
536602,RETRO COFFEE MUGS ASSORTED,6,2010-12-02 08:34:00,1.06,17850.0,United Kingdom
536603,HAND WARMER RED POLKA DOT,6,2010-12-02 08:40:00,1.85,17850.0,United Kingdom
536604,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-12-02 08:43:00,0.85,14741.0,United Kingdom
536605,PEACE SMALL WOOD LETTERS,2,2010-12-02 08:52:00,6.75,13715.0,United Kingdom
536607,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-12-02 09:29:00,9.95,17732.0,United Kingdom
536608,SOAP DISH BROCANTE,6,2010-12-02 09:37:00,2.95,12855.0,United Kingdom
536609,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 09:41:00,2.55,17850.0,United Kingdom
536610,HAND WARMER RED POLKA DOT,6,2010-12-02 09:42:00,1.85,17850.0,United Kingdom
536611,HAND WARMER OWL DESIGN,12,2010-12-02 09:43:00,2.1,15752.0,United Kingdom
536612,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 09:44:00,2.55,17850.0,United Kingdom
536613,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-02 09:44:00,2.1,17855.0,United Kingdom
536614,HAND WARMER RED POLKA DOT,6,2010-12-02 09:44:00,1.85,17850.0,United Kingdom
536615,CHILDRENS APRON SPACEBOY DESIGN,8,2010-12-02 10:09:00,1.95,14047.0,United Kingdom
536616,BLACK RECORD COVER FRAME,72,2010-12-02 10:10:00,3.39,17925.0,United Kingdom
536617,TOAST ITS - FAIRY FLOWER,12,2010-12-02 10:17:00,1.25,13941.0,United Kingdom
536618,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02 10:17:00,0.65,17017.0,United Kingdom
536619,JAM MAKING SET WITH JARS,12,2010-12-02 10:18:00,3.75,17017.0,United Kingdom
536620,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2010-12-02 10:27:00,2.1,14135.0,United Kingdom
536621,PICTURE DOMINOES,24,2010-12-02 10:35:00,1.45,13108.0,United Kingdom
536623,TOAST ITS - I LOVE YOU,24,2010-12-02 10:39:00,1.25,15601.0,United Kingdom
536624,FRENCH BLUE METAL DOOR SIGN 1,10,2010-12-02 10:45:00,1.25,13418.0,United Kingdom
536626,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2010-12-02 10:46:00,2.1,13418.0,United Kingdom
536627,GREEN GIANT GARDEN THERMOMETER,2,2010-12-02 10:53:00,5.95,15658.0,United Kingdom
536628,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 10:54:00,2.55,17850.0,United Kingdom
536629,HAND WARMER RED POLKA DOT,6,2010-12-02 10:55:00,1.85,17850.0,United Kingdom
536630,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 10:56:00,2.55,17850.0,United Kingdom
536631,HAND WARMER RED POLKA DOT,6,2010-12-02 10:58:00,1.85,17850.0,United Kingdom
536632,JUMBO STORAGE BAG SUKI,10,2010-12-02 11:02:00,1.95,14388.0,United Kingdom
536633,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-02 11:20:00,0.55,14901.0,United Kingdom
536634,NATURAL SLATE HEART CHALKBOARD,4,2010-12-02 11:21:00,2.95,18041.0,United Kingdom
536635,RED GINGHAM ROSE JEWELLERY BOX,16,2010-12-02 11:22:00,1.65,15955.0,United Kingdom
536636,PAPER CHAIN KIT 50'S CHRISTMAS,36,2010-12-02 11:23:00,2.95,15070.0,United Kingdom
536637,LARGE POPCORN HOLDER,2,2010-12-02 11:35:00,1.65,18041.0,United Kingdom
536638,JAZZ HEARTS PURSE NOTEBOOK,12,2010-12-02 11:41:00,0.85,16244.0,United Kingdom
536639,HAND WARMER RED RETROSPOT,12,2010-12-02 11:45:00,2.1,15111.0,United Kingdom
536640,BLUE HARMONICA IN BOX,1,2010-12-02 11:45:00,1.25,,United Kingdom
536641,GREEN CHRISTMAS TREE CARD HOLDER,1,2010-12-02 11:46:00,4.25,12748.0,United Kingdom
536643,YELLOW SHARK HELICOPTER,1,2010-12-02 11:57:00,7.95,14390.0,United Kingdom
536663,HAND WARMER BIRD DESIGN,24,2010-12-02 12:07:00,2.1,16546.0,United Kingdom
536667,CHRISTMAS RETROSPOT ANGEL WOOD,24,2010-12-02 12:09:00,0.85,15260.0,United Kingdom
536670,HEART OF WICKER SMALL,40,2010-12-02 12:09:00,1.45,15260.0,United Kingdom
536671,WHITE JEWELLED HEART DECORATION,24,2010-12-02 12:10:00,0.85,13305.0,United Kingdom
536672,PACK 3 BOXES CHRISTMAS PANNETONE,24,2010-12-02 12:10:00,1.95,14491.0,United Kingdom
536673,SWISS CHALET TREE DECORATION,60,2010-12-02 12:11:00,0.85,14060.0,United Kingdom
536674,REX CASH+CARRY JUMBO SHOPPER,5,2010-12-02 12:16:00,0.95,15923.0,United Kingdom
536676,SCENTED CANDLE IN DIGITALIS TIN,6,2010-12-02 12:18:00,2.1,16752.0,United Kingdom
536681,CREAM CUPID HEARTS COAT HANGER,1,2010-12-02 12:22:00,3.25,17287.0,United Kingdom
536685,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-02 12:23:00,3.39,17850.0,United Kingdom
536688,HAND WARMER RED POLKA DOT,6,2010-12-02 12:24:00,1.85,17850.0,United Kingdom
536690,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 12:25:00,2.55,17850.0,United Kingdom
536693,HAND WARMER RED POLKA DOT,6,2010-12-02 12:26:00,1.85,17850.0,United Kingdom
536698,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-02 12:28:00,1.65,15363.0,United Kingdom
536707,FAIRY CAKE BIRTHDAY CANDLE SET,4,2010-12-02 12:33:00,3.75,12915.0,United Kingdom
536732,RED RETROSPOT CUP,8,2010-12-02 12:47:00,0.85,15544.0,United Kingdom
536733,STRAWBERRY HONEYCOMB  GARLAND,12,2010-12-02 12:50:00,1.65,15738.0,United Kingdom
536735,LUNCH BOX I LOVE LONDON,128,2010-12-02 12:58:00,1.65,17381.0,United Kingdom
536736,BAG 125g SWIRLY MARBLES,192,2010-12-02 12:59:00,0.42,17381.0,United Kingdom
536738,SET OF 6 T-LIGHTS WEDDING CAKE,6,2010-12-02 13:06:00,2.95,15827.0,United Kingdom
536739,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-02 13:08:00,2.95,14180.0,United Kingdom
536740,JAM JAR WITH GREEN LID,12,2010-12-02 13:08:00,0.85,15827.0,United Kingdom
536741,VANILLA INCENSE 40 CONES IN TIN,6,2010-12-02 13:11:00,1.25,13117.0,United Kingdom
536742,ENGLISH ROSE SPIRIT LEVEL,1,2010-12-02 13:14:00,1.95,16916.0,United Kingdom
536743,SPACEBOY GIFT WRAP,25,2010-12-02 13:32:00,0.42,17964.0,United Kingdom
536744,CHILDRENS APRON APPLES DESIGN,25,2010-12-02 13:36:00,1.95,14466.0,United Kingdom
536745,RIBBON REEL SNOWY VILLAGE,30,2010-12-02 13:38:00,1.65,17235.0,United Kingdom
536746,FAMILY PHOTO FRAME CORNICE,2,2010-12-02 13:39:00,9.95,16510.0,United Kingdom
536747,WRAP PINK FAIRY CAKES,25,2010-12-02 13:44:00,0.42,17802.0,United Kingdom
536748,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-02 13:45:00,0.85,15107.0,United Kingdom
536749,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-02 13:49:00,3.75,17976.0,United Kingdom
536750,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-02 14:04:00,2.55,17850.0,United Kingdom
536751,HAND WARMER RED POLKA DOT,6,2010-12-02 14:05:00,1.85,17850.0,United Kingdom
536752,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 14:06:00,2.55,17850.0,United Kingdom
536753,HAND WARMER RED POLKA DOT,6,2010-12-02 14:07:00,1.85,17850.0,United Kingdom
536754,SOLDIERS EGG CUP,2,2010-12-02 14:09:00,1.25,14449.0,United Kingdom
536755,VINTAGE PAISLEY STATIONERY SET,1,2010-12-02 14:14:00,2.95,,United Kingdom
536756,SOAP DISH BROCANTE,1,2010-12-02 14:23:00,2.95,,United Kingdom
536759,DOORMAT 3 SMILEY CATS,4,2010-12-02 14:26:00,7.95,16781.0,United Kingdom
536761,OWL DOORSTOP,3,2010-12-02 14:30:00,4.95,13491.0,United Kingdom
536762,PINK CREAM FELT CRAFT TRINKET BOX,12,2010-12-02 14:40:00,1.25,16186.0,United Kingdom
536763,BLACK ENCHANTED FOREST PLACEMAT,120,2010-12-02 14:42:00,1.45,17685.0,United Kingdom
536764,,-38,2010-12-02 14:42:00,0.0,,United Kingdom
536765,,19,2010-12-02 14:43:00,0.0,,United Kingdom
536769,SWEETHEART CAKESTAND 3 TIER,4,2010-12-02 14:47:00,9.95,17581.0,United Kingdom
536771,CLOTHES PEGS RETROSPOT PACK 24,12,2010-12-02 14:49:00,1.49,17581.0,United Kingdom
536777,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02 15:00:00,0.65,15732.0,United Kingdom
536778,PORCELAIN ROSE SMALL,16,2010-12-02 15:03:00,0.85,13138.0,United Kingdom
536779,Bank Charges,1,2010-12-02 15:08:00,15.0,15823.0,United Kingdom
536780,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-02 15:09:00,3.95,,United Kingdom
536781,HAND WARMER OWL DESIGN,24,2010-12-02 15:14:00,2.1,17460.0,United Kingdom
536782,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-02 15:18:00,4.95,17567.0,United Kingdom
536783,MAGIC DRAWING SLATE DOLLY GIRL,60,2010-12-02 15:19:00,0.36,15061.0,United Kingdom
536784,BLACK CANDELABRA T-LIGHT HOLDER,24,2010-12-02 15:20:00,1.25,15061.0,United Kingdom
536785,ANTIQUE SILVER TEA GLASS ETCHED,216,2010-12-02 15:22:00,1.06,15061.0,United Kingdom
536786,VICTORIAN SEWING KIT,96,2010-12-02 15:23:00,1.25,15061.0,United Kingdom
536787,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 15:24:00,2.55,17850.0,United Kingdom
536788,CLOTHES PEGS RETROSPOT PACK 24,60,2010-12-02 15:25:00,1.25,15061.0,United Kingdom
536789,HAND WARMER UNION JACK,6,2010-12-02 15:25:00,1.85,17850.0,United Kingdom
536790,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-02 15:26:00,2.95,17850.0,United Kingdom
536791,HAND WARMER RED POLKA DOT,12,2010-12-02 15:27:00,1.85,17850.0,United Kingdom
536792,CLOTHES PEGS RETROSPOT PACK 24,24,2010-12-02 15:28:00,1.25,15061.0,United Kingdom
536793,ALARM CLOCK BAKELIKE RED,4,2010-12-02 15:39:00,3.75,16203.0,United Kingdom
536794,SMALL GLASS HEART TRINKET POT,24,2010-12-02 15:40:00,2.1,13767.0,United Kingdom
536795,PAPER CHAIN KIT 50'S CHRISTMAS,40,2010-12-02 15:40:00,2.55,15640.0,United Kingdom
536796,AIRLINE BAG VINTAGE JET SET WHITE,1,2010-12-02 15:46:00,4.25,15574.0,United Kingdom
536797,FLOWER BURST SILVER RING CRYSTAL,4,2010-12-02 15:49:00,3.75,16770.0,United Kingdom
536798,ENAMEL FLOWER JUG CREAM,1,2010-12-02 15:55:00,5.95,17838.0,United Kingdom
536799,JUMBO STORAGE BAG SUKI,3,2010-12-02 16:00:00,1.95,17228.0,United Kingdom
536800,JAM MAKING SET WITH JARS,6,2010-12-02 16:12:00,4.25,14829.0,United Kingdom
536801,CHICK GREY HOT WATER BOTTLE,4,2010-12-02 16:12:00,3.45,,United Kingdom
536802,RIBBON REEL SOCKS AND MITTENS,10,2010-12-02 16:29:00,1.65,17412.0,United Kingdom
536804,GAOLERS KEYS DECORATIVE GARDEN,24,2010-12-02 16:34:00,3.39,14031.0,United Kingdom
536805,KIDS RAIN MAC BLUE,24,2010-12-02 16:38:00,0.85,14775.0,United Kingdom
536806,CHRISTMAS TREE STAR DECORATION,36,2010-12-02 16:42:00,0.42,12971.0,United Kingdom
536808,REGENCY CAKESTAND 3 TIER,1,2010-12-02 16:46:00,12.75,17659.0,United Kingdom
536809,ASSORTED COLOUR T-LIGHT HOLDER,1824,2010-12-02 16:48:00,0.55,15299.0,United Kingdom
536810,CAMOUFLAGE LED TORCH,204,2010-12-02 16:50:00,1.49,15299.0,United Kingdom
536811,WEEKEND BAG VINTAGE ROSE PAISLEY,69,2010-12-02 16:51:00,7.65,15299.0,United Kingdom
536813,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-12-02 16:59:00,2.95,15646.0,United Kingdom
536819,ENAMEL FLOWER JUG CREAM,3,2010-12-02 17:12:00,5.95,13402.0,United Kingdom
536821,DOLLY GIRL LUNCH BOX,1,2010-12-02 17:17:00,1.95,17757.0,United Kingdom
536823,DOORSTOP RETROSPOT HEART,4,2010-12-02 17:22:00,3.75,13011.0,United Kingdom
536824,WHITE HANGING HEART T-LIGHT HOLDER,160,2010-12-02 17:24:00,2.55,13798.0,United Kingdom
536830,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,2010-12-02 17:38:00,0.18,16754.0,United Kingdom
